id;category;title;graph_state;conversation;expected_tools;current_outcome;current_reason;expected_outcome;expected_reply;notes;verdict;should_instead
VENUE-01;venue-variance;Same venue typed exactly as the swept listing — silent adoption today, spec wants the candidate surfaced first;unowned swept (source=admin_search): 'Gothic Night Vol. IV' @ Ziggy Club (Torino), 2026-10-03 date-only (00:00), ticket_url=dice.fm/gn4, owner_id=NULL;user: ciao, pubblico la nostra serata: GOTHIC NIGHT VOL. IV — Ziggy Club, via Nizza 26, Torino — 3 ottobre 2026, ore 22, 12€, con SCHWARZ TANZ e VELVET MOURNING || assistant: perfetto: Gothic Night Vol. IV, Ziggy Club (Torino), 3 ott 2026 22:00, da 12€, artisti Schwarz Tanz + Velvet Mourning — confermi? || user: confermo || tool: POST /api/publish{name='Gothic Night Vol. IV', venue='Ziggy Club', address='via Nizza 26', city='Torino', start_at=2026-10-03T22:00, price_min=12} -> 200 adopted (uid kept, owner_id set, 22:00 e prezzo sovrascrivono il date-only, ticket_url conservato) || assistant: pubblicato!;extract->form.extracted(name='Gothic Night Vol. IV', venue='Ziggy Club') | candidate-probe(name~, venue~, date±1) -> swept hit | ask 'stesso evento?' | user: sì | POST /api/publish{draft, confirm_same=true} -> adopt;adopted;"exact norm match on name+venue+date; unowned admin_search hit + pro_submission -> silent adopt";"surface the swept listing ('sembra Gothic Night Vol. IV del 3 ott allo Ziggy Club — è lo stesso evento?'); on confirm, adopt (uid kept, promoter fields win)";questo evento era già in lista da una scansione web: confermato che è lo stesso, ora è tuo — orario e prezzo aggiornati, link biglietti conservato;repaired after verification: address added so the draft passes missing_required;;
VENUE-02;venue-variance;Colloquial venue variant 'Ziggy' vs canonical 'Ziggy Club' — probe misses, second copy plus second venue node created;"unowned swept: 'Cold Waves Night' @ Ziggy Club (Torino), 2026-11-14 date-only, source_url=fb.me/cwn14, owner_id=NULL; Venue node 'Ziggy Club' (Torino) exists";user: serata da mettere: COLD WAVES NIGHT allo Ziggy, Torino, 14 novembre, ingresso 10€, djset NERO/ARGENTO, via Attilio 26 || assistant: ricevuto: Cold Waves Night, Ziggy (Torino), 14 nov 2026, 10€ — pubblico? || user: sì vai || tool: POST /api/publish{name='Cold Waves Night', venue='Ziggy', city='Torino', start_at=2026-11-14, price_min=10} -> 201 created uid=ev_5512 || assistant: fatto, evento online;extract->form.extracted(name='Cold Waves Night', venue='Ziggy') | candidate-probe(venue-similarity 'ziggy'~'ziggy club', same name+date) -> swept hit | ask | user confirms same | POST /api/publish{confirm_same=true, venue_uid=ZiggyClub} -> adopt onto existing event and canonical venue;created_duplicate;"norm('ziggy') != norm('ziggy club') — inner words significant — probe misses; fresh uid created beside the swept row, plus a second Venue node 'Ziggy'";"venue-name similarity should surface the swept 'Cold Waves Night @ Ziggy Club' same night; on confirm, adopt it under the canonical venue — no second copy, no second venue node";c'è già Cold Waves Night del 14 nov allo Ziggy Club in lista — è la stessa serata? confermato: ora è tua, collegata allo Ziggy Club;;;
VENUE-03;venue-variance;Venue picked by uid from /api/venues — probe uses the node's name_norm, so the flyer's different spelling still hits;unowned swept: 'Kraut Revival' @ Quasimodo (Berlin) uid=ven_77, 2026-10-22 date-only, ticket_url=ra.co/kr22, owner_id=NULL;user: [flyer photo] || tool: ingest(photo)->text: 'KRAUT REVIVAL — Quasimodo Café, Berlin — 22.10.2026 — 20:30 — 15EUR — MOTORIK PULSE / DIE SCHLEIFE' || assistant: I matched the venue to Quasimodo (Kantstr. 12a) from our venue list — publishing Kraut Revival, 22 Oct 20:30, from 15€, lineup Motorik Pulse + Die Schleife. OK? || user: yes || tool: POST /api/publish{name='Kraut Revival', venue_uid=ven_77, start_at=2026-10-22T20:30, price_min=15} -> 200 adopted || assistant: published;ingest(photo)->text | extract->form.extracted(name='Kraut Revival', venue picked by uid=ven_77, venue/address/city waived) | candidate-probe -> swept hit | ask 'same event?' | user: yes | POST /api/publish{confirm_same=true} -> adopt;adopted;"form passed venue_uid, so the probe runs on the node's own name_norm 'quasimodo' (flyer's 'Quasimodo Café' irrelevant); name+date match the unowned swept row → adopt, silently";right match, wrong manners: surface 'this looks like Kraut Revival, 22 Oct at Quasimodo, already listed — same event?' and adopt only after the yes;"this show was already in our listings from a web sweep — confirmed same, it's yours now; your 20:30 time and 15€ price were applied, ticket link kept";;;
VENUE-04;venue-variance;Same-named venue in another city, same event name and night — cross-city false hit rewrites the Milano listing;unowned swept: 'Techno Bunker Night' @ Hangar (Milano), 2026-10-31 date-only, source_url=ra.co/tbn-mi, owner_id=NULL;user: publishing our Halloween party: TECHNO BUNKER NIGHT at Hangar, Barcelona — Oct 31 2026, 23:00, from 18eur, lineup VOLT KIRA + DJ CEMENT, Carrer de Pamplona 88 || assistant: got it — Techno Bunker Night, Hangar (Barcelona), 31 Oct 23:00, from 18€ — publish? || user: go || tool: POST /api/publish{name='Techno Bunker Night', venue='Hangar', city='Barcelona', start_at=2026-10-31T23:00, price_min=18} -> 200 adopted || assistant: published;extract->form.extracted(city='Barcelona') | candidate-probe -> hit but candidate.city='Milano' != draft.city | ask 'same event, or a Barcelona edition of the same night?' | user: different city | POST /api/publish{draft} -> create new event under Hangar (Barcelona);adopted;"probe has no city clause: name_norm + venue name_norm 'hangar' + same date hit the Milano row; unowned + pro_submission → adopted, and promoter fields win, so the Milano listing is rewritten to Barcelona";"never merge across cities without asking: surface the Milano listing, user says it's a different city edition → create a separate Barcelona event; Milano row untouched";there's a Techno Bunker Night at a Hangar in Milano the same night — is yours the same event or a separate Barcelona edition? Separate: published as its own event in Barcelona;;;
VENUE-05;venue-variance;Same event name and hour, genuinely different venue — publishes with no friction, correct today and per spec;owned (source=pro_submission, owner_id=usr_314): 'Halloween Ball' @ Movistar Arena (Madrid), 2026-10-31T21:00, price_min=35;user: put up our party: HALLOWEEN BALL at Sala Copernico, Madrid, Oct 31 at 21:00, 15 euros, with LOS ESPECTROS and DJ TUMBA, Calle Fernandez de los Rios 67 || assistant: Halloween Ball, Sala Copernico (Madrid), 31 Oct 21:00, from 15€, Los Espectros + DJ Tumba — publish? || user: yes || tool: POST /api/publish{name='Halloween Ball', venue='Sala Copernico', city='Madrid', start_at=2026-10-31T21:00, price_min=15} -> 201 created uid=ev_6103 || assistant: published;extract->form.extracted | candidate-probe(name matches, venue 'sala copernico' vs 'movistar arena' not similar) -> no plausible candidate | POST /api/publish{draft} -> create;created_ok;venue name_norm 'sala copernico' != 'movistar arena' → probe misses despite identical name+date → normal create;publish normally with zero friction — a truly different venue is a different event even with the same name and hour (owner's explicit case);published — same night as the Movistar Arena ball but a different venue, so it stands as its own event;;;
VENUE-06;venue-variance;Venue typo, one character off ('Spazio 221' vs 'Spazio 211') — probe misses, duplicate created;unowned swept: 'Doom Over Torino' @ Spazio 211 (Torino), 2026-11-07 date-only, ticket_url=dice.fm/dot26, owner_id=NULL;user: [flyer photo] || tool: ingest(photo)->text: 'DOOM OVER TORINO — 07.11.2026 — Spazio 221, via Cigna 211, Torino — h21 — 15€ — URLO NERO + CARCASSA' || assistant: dal volantino: Doom Over Torino, Spazio 221 (Torino), 7 nov 21:00, 15€, Urlo Nero + Carcassa — pubblico? || user: ok || tool: POST /api/publish{name='Doom Over Torino', venue='Spazio 221', city='Torino', start_at=2026-11-07T21:00, price_min=15} -> 201 created uid=ev_7742 || assistant: pubblicato;ingest(photo)->text | extract->form.extracted(venue='Spazio 221') | candidate-probe(edit-distance 1 to 'Spazio 211', same name+date) -> swept hit | ask | user confirms same, fixes venue to Spazio 211 | POST /api/publish{confirm_same=true} -> adopt;created_duplicate;every character is significant after norm: 'spazio 221' != 'spazio 211' → probe misses → fresh uid beside the swept row plus a phantom venue 'Spazio 221';"one-character venue distance with identical name+date must surface the swept listing; confirm same → adopt under the real Spazio 211, typo corrected";il volantino dice Spazio 221 ma il 7 nov c'è già Doom Over Torino allo Spazio 211 — stessa serata? sì: adottata e corretto il refuso del locale;;;
VENUE-07;venue-variance;Diacritics normalise to the same venue ('Cafe Berlin' vs 'Café Berlín') — hit lands on an event owned by another promoter;owned (source=pro_submission, owner_id=usr_ana, NOT the current user): 'Noche de Boleros' @ Café Berlín (Madrid), 2026-10-17T21:30, price_min=20;user: hi, I co-promote a show and want it on the platform: Noche de Boleros, Cafe Berlin, Madrid, 17 Oct 2026, 21:30, 20 euros, with TRIO MALECON, Calle de la Costanilla de los Angeles 20 || assistant: Noche de Boleros, Cafe Berlin (Madrid), 17 Oct 21:30, from 20€ — publish? || user: yes please || tool: POST /api/publish{name='Noche de Boleros', venue='Cafe Berlin', city='Madrid', start_at=2026-10-17T21:30, price_min=20} -> 409 detail='That event is already published by its promoter.' || assistant: That event is already published by its promoter.;extract->form.extracted | candidate-probe(diacritics stripped: 'cafe berlin'=='cafe berlin') -> owned hit | ask 'same event?' | user: yes | reply with who publishes it and the path forward — no bare 409;duplicate_409;"norm strips diacritics, so 'Cafe Berlin' == 'Café Berlín'; probe hits; existing has owner_id set → status=duplicate → 409, its detail text shown verbatim";surface the candidate, confirm it's the same show, then politely refuse: it's already published by its promoter (usr_ana's org) — suggest asking them for co-promoter access or contacting support;"this show is already live, published by its promoter — since you co-promote it, ask them to grant you access (or contact us to link your account); nothing to republish";;;
VENUE-08;venue-variance;Brand-new venue never seen before — clean create, venue node created alongside;none;user: locale nuovo, apre il mese prossimo: OFFICINA K2, via Cigna 96, Torino — serata inaugurale 21 novembre 2026 con LE MANI FREDDE, ore 21:30, 8€ || assistant: registro anche il locale: Officina K2, via Cigna 96 (Torino). Evento: Le Mani Fredde live at Officina K2, 21 nov 21:30, 8€ — confermi? || user: confermo || tool: POST /api/publish{name='', artists=['Le Mani Fredde'], venue='Officina K2', address='via Cigna 96', city='Torino', start_at=2026-11-21T21:30, price_min=8} -> 201 created uid=ev_9010, venue created || assistant: pubblicato, Officina K2 aggiunta ai locali;extract->form.extracted(name=EMPTY, artists=['Le Mani Fredde']) -> derived name 'Le Mani Fredde live at Officina K2' | candidate-probe -> no candidate anywhere | POST /api/publish{draft} -> create event + venue;created_ok;"no event or venue matches any norm → CREATE with fresh uid; empty draft.name derives 'Le Mani Fredde live at Officina K2'; MERGE creates the Venue node";identical to today: unknown venue means no plausible candidate, publish with no friction and create the venue;pubblicato: Le Mani Fredde live at Officina K2, 21 nov 21:30 — e il locale Officina K2 è ora in archivio per i prossimi eventi;;;
OWN-01;ownership;Pro submits an event already swept unowned — adoption happy path;unowned swept: 'Notte Kosmica' @ Ziggy Club (Torino), 2026-10-03 date-only (00:00), source=admin_search, ticket_url=dice.fm/nk41, source_url=fb.me/ziggynk, owner_id=NULL;user: [foto volantino] NOTTE KOSMICA · Ziggy Club Torino · sabato 3 ottobre · live: Kaelis Void + DJ Orme · 12€ || assistant: Letto: Notte Kosmica, Ziggy Club (Torino), sab 03/10, artisti Kaelis Void e DJ Orme, da 12€. Pubblico? || user: sì vai || tool: POST /api/publish{draft, venue_uid=zc-01} -> 200 adopted uid=ev_swp_41 || assistant: Pubblicata. Questa serata era già stata trovata da una scansione web: ora è tua, ho tenuto il link biglietti già presente.;ingest(photo)->text | extract->form.extracted(name='NOTTE KOSMICA', artists=[Kaelis Void, DJ Orme], price_min=12, venue_uid=zc-01) | POST /api/publish{draft};adopted;"exact name_norm+venue_norm+same-date hit; source=pro_submission and existing owner_id NULL -> adopt (uid/created_at kept, promoter fields win)";"surface the swept candidate ('this looks like Notte Kosmica, Ziggy Club, Oct 3 — same event?'); on confirm, adopt in place: uid kept, pro becomes owner";"Confirm it matches the swept listing, then: published — you now own this event; the ticket link found on the web was kept.";;;
OWN-02;ownership;Pro submits an event owned by another promoter;owned: 'Ekstase Nacht: Kalte Sterne' @ Quasimodo (Berlin), 2026-11-14 20:00, owner_id=usr_7f2 (a different promoter), source=pro_submission, ticket_url=ra.co/ekstase;user: flyer: EKSTASE NACHT: KALTE STERNE · Quasimodo Berlin · Sat 14 Nov · doors 20:00 · 15EUR · w/ Grauwelt + Nachtfalter || assistant: Got it — Ekstase Nacht: Kalte Sterne at Quasimodo (Berlin), Sat 2026-11-14 20:00, from 15EUR, with Grauwelt and Nachtfalter. Publish? || user: yes || tool: POST /api/publish{draft, venue_uid=qm-01} -> 409 detail='That event is already published by its promoter.' || assistant: That event is already published by its promoter.;ingest(photo)->text | extract->form.extracted(name='EKSTASE NACHT: KALTE STERNE', artists=[Grauwelt, Nachtfalter], venue_uid=qm-01) | POST /api/publish{draft};duplicate_409;"probe hits (identical punctuation and norm); owner_id set to another user -> any owned hit is 409 'already published by its promoter', relayed verbatim";"surface the candidate; on 'same event' confirm, polite refusal that names the publishing promoter and the path (contact them / request a transfer via support) — never the raw 409 text";"This night is already published by its promoter (usr_7f2's account); if you co-run it, ask them for access or request a transfer — nothing was duplicated.";;;
OWN-03;ownership;Promoter re-pastes their own just-published event;owned by THIS user (usr_me): 'Vetro Nero live at Circolo Magnolia' @ Circolo Magnolia (Milano), 2026-09-26 21:30, source=pro_submission, published 2 minutes ago in this same session (name was writer-derived from artists[0]);user: (ri-incolla lo stesso volantino, il client non aveva mostrato la conferma) VETRO NERO · Circolo Magnolia Milano · sabato 26 settembre · 21:30 · 10€ || assistant: Vetro Nero al Circolo Magnolia, sab 26/09 ore 21:30, 10€ — pubblico? || user: sì || tool: POST /api/publish{draft, venue_uid=cm-01} -> 409 detail='That event is already published by its promoter.' || assistant: That event is already published by its promoter.;extract->form.extracted(name=EMPTY, artists=[Vetro Nero], price_min=10, venue_uid=cm-01) | POST /api/publish{draft} (writer derives name 'Vetro Nero live at Circolo Magnolia');duplicate_409;"derived name norm-matches the user's own 2-minute-old event; owner_id non-NULL -> same generic owned 409, no owner==submitter branch and no edit path (roadmap Phase 3)";recognize owner == submitter: no error tone — 'you already published this a moment ago' and route to the edit path instead of a copy;Hai già pubblicato questa serata due minuti fa — vuoi modificarla invece di pubblicarne una copia?;;;
OWN-04;ownership;Admin sweep hits a promoter-owned event;"owned: 'Luz de Neón Tour' @ Movistar Arena (Madrid), 2026-10-22 21:00, owner_id=usr_9ab (promoter), source=pro_submission, ticket_url=movistararena.es/luz; sweep candidate carries the diacritic-free 'Luz de Neon Tour' (norm strips diacritics, so it hits)";user: approve report r-118 — publish the Movistar Arena row (Luz de Neon Tour, 22 Oct) || tool: POST /api/publish{draft, source=admin_search} -> 409 detail='That event is already published by its promoter.' || assistant: Skipped — that one is already published by its promoter. 0 rows written.;sweep-report r-118 approve | POST /api/publish{draft, source=admin_search};duplicate_409;"adopt requires source=pro_submission; an admin_search hit on an owned event falls to the 'any other hit' branch -> 409 owned message";duplicate is correct: the sweep silently skips owned events, marks the row already-published in the report, and never touches the promoter's data;"Report line: 'skipped — already published by its promoter'; no error surfaced, promoter's listing untouched.";;;
OWN-05;ownership;Weekly sweep re-finds its own earlier unowned guess;unowned swept: 'Cold Static + Wire Halo' @ Ziggy Club (Torino), 2026-10-30 date-only, source=admin_search (last week's sweep), source_url=fb.me/coldstatic, owner_id=NULL;"user: run the weekly torino sweep and approve anything new || tool: sweep(tavily, torino) -> 1 candidate: 'Cold Static + Wire Halo' @ Ziggy Club 2026-10-30 || tool: POST /api/publish{draft, source=admin_search} -> 409 detail='An event with the same name, date, and venue already exists.' || assistant: Nothing new — the only candidate was already swept last week; skipped as duplicate.";tavily sweep(torino) -> 1 candidate | POST /api/publish{draft, source=admin_search};duplicate_409;hit is unowned but source=admin_search never adopts (adopt needs pro_submission) -> 409 'same name, date, and venue already exists';duplicate is correct: the re-sweep is idempotent — row counted as already-known, no fresh uid, no alarming error in the report;"Report line: 'already in the graph from last week's sweep — skipped'; sweep stays idempotent by design.";;;
OWN-06;ownership;Adoption keeps swept ticket_url/source_url when promoter omits them;unowned swept: 'Velvet Mareas live at Movistar Arena' @ Movistar Arena (Madrid), 2026-12-05 date-only (00:00), source=admin_search, ticket_url=proticketing.com/vmareas, source_url=movistararena.es/agenda, owner_id=NULL;"user: [flyer] VELVET MAREAS · Movistar Arena Madrid · sabado 5 diciembre · 21:00 · desde 28EUR || assistant: Read it: artist Velvet Mareas, Movistar Arena (Madrid), Sat 2026-12-05 21:00, from 28EUR. No title line, so it will publish as 'Velvet Mareas live at Movistar Arena'. Publish? || user: yes, that is the name we use anyway || tool: POST /api/publish{draft(name=EMPTY), venue_uid=ma-01} -> 200 adopted uid=ev_swp_88 (kept ticket_url+source_url; start_at 21:00; price_min 28) || assistant: Published. A web sweep had already listed this night — you now own it; I kept the existing ticket link and set the time to 21:00.";ingest(photo)->text | extract->form.extracted(name=EMPTY, artists=[Velvet Mareas], start_at 2026-12-05T21:00, price_min=28, venue_uid=ma-01) | POST /api/publish{draft};adopted;"empty draft.name derives 'Velvet Mareas live at Movistar Arena' which norm-matches the swept name; pro_submission on owner_id NULL -> adopt; empty ticket_url/source_url keep existing values, stated 21:00 and 28 win over the 00:00 stub";adopt with field survival: swept ticket_url and source_url kept, promoter's 21:00 and 28 EUR override the date-only stub, uid unchanged, pro becomes owner;"Published as 'Velvet Mareas live at Movistar Arena' — you now own the existing listing; the swept ticket link (proticketing.com/vmareas) and source were kept, time upgraded from date-only to 21:00, price from 28 EUR.";;;
CONV-01;conversation-shape;One-shot complete flyer paste publishes with zero friction;none;user: flyer text: THE MOOR VEILS — Fri 16 Oct 2026 — doors 21:30 — Ziggy Club, Via Verdi 14, Torino — presale 15€ || assistant: All set: The Moor Veils at Ziggy Club (Torino), Oct 16 21:30, from 15€. Publish? || user: yes || tool: POST /api/publish{draft} -> 201 created || assistant: Live now — The Moor Veils live at Ziggy Club, Oct 16.;extract->form.extracted(name=EMPTY, artists=[The Moor Veils], start_at=2026-10-16T21:30, venue+address+city+price_min present) | POST /api/publish{draft} -> created;created_ok;"empty graph, probe misses -> CREATE; name derived 'The Moor Veils live at Ziggy Club'";publish normally with no friction — genuinely new event, all required fields present;It's live: The Moor Veils at Ziggy Club (Torino), Oct 16 21:30, from 15€.;;;
CONV-02;conversation-shape;Missing price triggers exactly one question, then publishes;none;user: NEON HARVEST — 21 Nov 2026, 20:00 — Quasimodo, Kantstraße 12A, Berlin || assistant: Almost there — I just need a ticket price to publish. How much? || user: 12 presale, 15 at the door || assistant: Neon Harvest, Quasimodo (Berlin), Nov 21 20:00, from 12€. Publishing. || tool: POST /api/publish{draft price_min=12} -> 201 created || assistant: Published.;extract->form.extracted(price_min=MISSING) | chat asks one question | user supplies 12 | POST /api/publish{draft price_min=12} -> created;created_ok;"price_min is required for pro_submission -> chat asks; once supplied, probe misses -> CREATE";one question for the missing required field, then publish — no other friction;What's the minimum ticket price? ... Published: Neon Harvest at Quasimodo, Nov 21, from 12€.;;;
CONV-03;conversation-shape;"Photo flyer via ingest; lineup first line leaves name empty, derived name applies";none;user: [photo of flyer] can you read this? || tool: ingest(photo) -> text 'SILVER LUNGS + PALE ARCADE / 05.12.2026 / puertas 20:30 / Movistar Arena, Av. Felipe II s/n, Madrid / desde 28€' || assistant: Extracted: Silver Lungs + Pale Arcade, Movistar Arena (Madrid), Dec 5 20:30, from 28€. Publish? || user: sí, dale || tool: POST /api/publish{draft} -> 201 created || assistant: Publicado como 'Silver Lungs live at Movistar Arena'.;ingest(photo)->text | extract->form.extracted(name=EMPTY, artists=[Silver Lungs, Pale Arcade]) | POST /api/publish{draft} -> created as 'Silver Lungs live at Movistar Arena';created_ok;"lineup first line: artists=[Silver Lungs, Pale Arcade], name stays EMPTY -> derived name applies; probe misses -> CREATE";"publish normally; the derived name is shown to the user for confirmation before posting";I'll publish it as 'Silver Lungs live at Movistar Arena', Dec 5 20:30, from 28€ — ok? ... Publicado.;;;
CONV-04;conversation-shape;Spreadsheet walk: row 2 of 3 silently adopts a swept listing;unowned swept (source=admin_search): 'GRAVE PLEASURES + SECOND STILL' @ Monk (Roma), 2026-10-09 date-only 00:00, owner_id=NULL, ticket_url=fb.me/gp0910;user: our october shows, columns data|titolo|ora|prezzo: 02/10|Moth Ritual|21:00|10 — 09/10|Grave Pleasures + Second Still|21:00|18 — 16/10|Chains of Eden|21:30|12 — all at Monk, Via Giuseppe Mirri 35, Roma || assistant: Three events, one per turn. First: Moth Ritual, Oct 2 21:00, 10€. Publish? || user: go || tool: POST /api/publish{row1} -> 201 created, cursor 2/3 || assistant: 1/3 done. Next: Grave Pleasures + Second Still, Oct 9 21:00, 18€. Publish? || user: go || tool: POST /api/publish{row2} -> adopted uid=ev_swp9 || assistant: 2/3 done. Last: Chains of Eden, Oct 16. || user: go || tool: POST /api/publish{row3} -> 201 created || assistant: 3/3 published.;extract->rows(3), walk starts | POST{row1}->created, cursor 2/3 | spec: fuzzy probe surfaces swept uid -> ask 'same event?' -> user confirms | POST{row2}->adopted (uid kept, 21:00 replaces 00:00, ticket_url kept), cursor 3/3 | POST{row3}->created;adopted;"row 2 titolo column sets draft.name; norm(name)+norm(venue)+date match the unowned admin_search row -> ADOPTED silently (uid kept, promoter fields win)";"walk pauses at row 2: surface the swept candidate and ask 'same event?'; on yes adopt (uid kept, real time replaces 00:00), then continue to row 3";Row 2 looks like a listing we already track: Grave Pleasures + Second Still, Oct 9 at Monk — same event? On yes: adopted with your details, 2/3 done, continuing.;;;
CONV-05;conversation-shape;Mid-walk time correction ('veramente è alle 22:00') before publish;none;user: due date al Magnolia: 24/10 FIUMI NERI ore 21:00 8€ — 31/10 LA QUIETE FALSA ore 21:00 10€ — Circolo Magnolia, Via Circonvallazione Idroscalo 41, Segrate (Milano) || assistant: Due eventi, uno alla volta. Primo: Fiumi Neri, 24/10 21:00, 8€. Pubblico? || user: ok || tool: POST /api/publish{row1} -> 201 created, cursor 2/2 || assistant: Fatto 1/2. Secondo: La Quiete Falsa, 31/10 ore 21:00, 10€. Pubblico? || user: aspetta, veramente è alle 22:00 || assistant: Corretto: 31/10 ore 22:00. Pubblico? || user: sì || tool: POST /api/publish{row2 start_at=22:00} -> 201 created || assistant: 2/2 pubblicati.;extract->rows(2), walk | POST{row1}->created, cursor 2/2 | chat correction updates draft.start_at 21:00->22:00 | POST{row2 start_at=22:00}->created;created_ok;"chat correction sets draft.start_at=22:00 before the POST; no probe hits -> CREATE both rows";same as today: honor the mid-walk correction, publish 22:00, keep the walk cursor intact;Corretto, 31/10 ore 22:00 — pubblicato, 2/2 fatti.;;;
CONV-06;conversation-shape;Same flyer pasted twice in one conversation hits 409 against itself;"none at start; turn 1 creates 'Wolf Teeth live at Sala Caracol' @ Sala Caracol (Madrid), 2026-11-14 21:00, owned by this user (pro_submission)";user: flyer: WOLF TEETH — 14 Nov 2026 21:00 — Sala Caracol, Calle Bernardino Obregón 18, Madrid — 10€ || assistant: Wolf Teeth at Sala Caracol (Madrid), Nov 14 21:00, 10€. Publish? || user: yes || tool: POST /api/publish -> 201 created || assistant: Published. || user: not sure it went through, pasting again: WOLF TEETH — 14 Nov 2026 21:00 — Sala Caracol, Madrid — 10€ || tool: POST /api/publish -> 409 'That event is already published by its promoter.' || assistant: That event is already published by its promoter.;extract | POST /api/publish{draft}->created (turn 1) | 2nd paste: spec = NO second POST — chat recalls the in-conversation publish, confirms it is live, offers the edit path (today: extract | POST -> 409);duplicate_409;"2nd POST derives the same name, hits the turn-1 event now owned by this user -> owned hit 409; own resubmission has no edit path";no double publish and no scary 409: chat recognizes it published this event this conversation, replies 'already live', routes to the edit path;You already published this a minute ago — it's live. Want to change anything? I can open it for edits.;;;
CONV-07;conversation-shape;Unchanged retry straight after a 409 loops with no exit;owned pro_submission: 'Then Comes Silence live at Ziggy Club' @ Ziggy Club (Torino), 2026-09-18 21:00, owner_id=another promoter (derived name from the same lineup flyer);user: locandina: THEN COMES SILENCE + THE FOREIGN RESORT — 18 settembre 2026 ore 21:00 — Ziggy Club, Torino — 15€ || tool: POST /api/publish -> 409 'That event is already published by its promoter.' || assistant: That event is already published by its promoter. || user: it's our co-promoted night, publish it anyway || tool: POST /api/publish -> 409 same detail || assistant: Same answer — it already exists.;"extract (name EMPTY -> derived 'Then Comes Silence live at Ziggy Club') | POST{draft}->409 owned | spec: fork instead of blind retry — 'same event?' yes -> refusal naming the publishing promoter and next steps; 'different' -> ask what differs (other night? other room?) and re-check";duplicate_409;"owned hit -> 409; the unchanged resubmit re-runs the identical probe -> 409 again, a loop with no exit";"after the first 409, the confirm/differentiate fork: if same -> polite refusal naming who publishes it and what to do; if different -> ask what actually differs and re-check before any retry";This looks like the same night, already published by its promoter — I can't republish it. If yours is actually different, tell me what differs (another date? another room?) and I'll re-check.;;;
CONV-08;conversation-shape;Aura blips mid-publish: human 503 message, next-turn retry lands;none (Aura transiently unreachable at the first publish attempt);user: flyer: ASH GARDEN TRIO — 3 Oct 2026 21:30 — Blah Blah, Via Po 21, Torino — free entry 0€ || assistant: Ash Garden Trio at Blah Blah (Torino), Oct 3 21:30, free. Publishing. || tool: POST /api/publish -> 503 'The events database is briefly unavailable — please try again in a moment.' || assistant: The events database is briefly unavailable — please try again in a moment. || user: ok try now || tool: POST /api/publish -> 201 created || assistant: Done — published.;extract | POST{draft} -> in-process retry on rebuilt driver fails -> 503 with human detail | next user turn: POST{same draft, kept client-side} -> created;error_503;"transient Aura outage: one in-process retry on a rebuilt driver, then 503 with the human detail (PR #107); draft survives client-side and the next-turn POST creates";matches today (spec satisfied): never a bare 500 — human message, draft kept, retry on the next turn publishes;The events database is briefly unavailable — please try again in a moment. (on retry) Done — Ash Garden Trio is published.;;;
CONV-09;conversation-shape;Italian throughout: '+' vs '&' plus derived name miss the swept row, silent second copy;unowned swept (admin_search): 'GLI ALTRI & LE OMBRE' @ Magazzino sul Po (Torino), 2026-11-06 date-only 00:00, owner_id=NULL, source_url=guidatorino.example/gli-altri;user: ciao! locandina: GLI ALTRI + LE OMBRE / venerdì 6 novembre 2026 / ore 21:30 / Magazzino sul Po, Murazzi del Po 18, Torino / 10€ || assistant: Perfetto: Gli Altri + Le Ombre, Magazzino sul Po (Torino), 6/11 ore 21:30, 10€. Pubblico? || user: sì grazie || tool: POST /api/publish{draft} -> 201 created (nuovo uid accanto alla riga swept) || assistant: Pubblicato: Gli Altri live at Magazzino sul Po, 6 novembre.;extract->form.extracted(name=EMPTY, artists=[Gli Altri, Le Ombre]) | spec: fuzzy probe (artist overlap + same date + same venue) surfaces the swept uid -> chat asks in Italian 'è lo stesso evento?' | user: sì | POST -> adopted (uid kept, 21:30 replaces 00:00, source_url kept);created_duplicate;"name EMPTY -> derived 'Gli Altri live at Magazzino sul Po'; norm differs from swept 'GLI ALTRI & LE OMBRE' (derived text, and + vs &) -> probe misses -> silent second copy";"artist overlap + same date + same venue -> surface the swept candidate in Italian; on 'sì' adopt the unowned row instead of creating a twin";Sembra lo stesso evento già in archivio: 'Gli Altri & Le Ombre', 6/11 al Magazzino sul Po — è lo stesso? Se sì lo adotto con i tuoi dettagli (ora 21:30, 10€).;;;
